,run,epoch,reward,epoch duration,run duration,batch_size,loss,loss_multply_by_batch_size
52,1,53,-0.020284664830119377,78.62914323806763,11521.096707820892,315,2.8327062705463345e-05,0.008923024752220954
53,1,54,-0.025656565656565666,93.09531092643738,11618.206264734268,315,3.5810423469229136e-05,0.011280283392807178
54,1,55,-0.0001377410468319557,364.51372385025024,11986.873590707779,315,4.311531954463423e-05,0.013581325656559784
55,1,56,-0.04479338842975208,105.4250590801239,12097.391093730927,315,3.071844069396205e-05,0.009676308818598045
56,1,57,-0.03650137741046832,65.9393858909607,12167.879707813263,315,3.6677324541891545e-05,0.011553357230695838
57,1,58,-0.03934802571166206,90.57278394699097,12263.588606834412,315,2.3513851461064493e-05,0.007406863210235315
58,1,59,-0.05596877869605146,126.68034219741821,12395.207978963852,315,3.785998980299429e-05,0.011925896787943202
59,1,60,3.6730945821855415e-05,278.2234399318695,12678.385719776154,315,3.3337130526700684e-05,0.010501196115910716
60,1,61,-0.0355188246097337,108.13168287277222,12791.81961774826,315,3.7070492099802424e-05,0.011677205011437763
61,1,62,-0.020890725436179963,119.47244501113892,12917.151043891907,315,2.7765386827619903e-05,0.008746096850700269
62,1,63,-0.01776859504132231,152.06073808670044,13074.966805696487,315,2.8918663882370945e-05,0.009109379122946848
